user_id,transaction_amount,device_location,account_age_days,transaction_hour,previous_failed_attempts,payment_mode,device_type,transaction_type,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud
U5277,14361.65,Bangalore,1996,23,0,Wallet,iOS,Transfer,5811.26,0,0.221,1,0
U4114,11980.32,Mumbai,1084,19,3,UPI,Android,Transfer,7088.42,0,0.005,3,0
U7057,11874.19,Hyderabad,574,14,1,Wallet,Web,Withdrawal,20848.63,0,0.945,4,0
U2265,32600.76,Chennai,858,10,2,NetBanking,Web,Transfer,24837.82,0,0.9,4,0
U9588,49383.1,Hyderabad,1678,17,3,NetBanking,Web,Withdrawal,2405.24,0,0.467,5,0
U6878,49456.81,Bangalore,1790,11,1,UPI,Android,Payment,12725.21,0,0.313,1,0
U2911,37148.19,Bangalore,1311,21,2,UPI,iOS,Payment,23742.16,0,0.419,9,0
U3260,31888.36,Mumbai,1349,9,4,Wallet,iOS,Payment,10762.01,0,0.952,6,0
U3543,19490.97,Hyderabad,1510,20,2,UPI,Web,Transfer,13268.28,0,0.933,6,0
U1968,19172.53,Mumbai,810,14,1,UPI,Web,Transfer,5410.64,0,0.02,9,0
U7032,27174.08,Delhi,800,19,3,UPI,Android,Payment,26069.14,0,0.954,6,0
U8046,32932.46,Hyderabad,52,3,2,Card,iOS,Withdrawal,4370.9,0,0.581,6,0
U9354,2044.13,Bangalore,1355,11,2,NetBanking,iOS,Transfer,16053.53,0,0.106,3,0
U5425,45886.48,Chennai,1152,0,0,Wallet,Web,Withdrawal,25904.39,0,0.3,8,0
U2816,46428.96,Mumbai,263,7,0,Wallet,iOS,Transfer,15428.91,0,0.62,2,0
U4990,5097.24,Bangalore,922,14,1,UPI,iOS,Payment,21628.26,0,0.482,9,0
U3554,12378.85,Mumbai,1197,4,2,Card,Android,Transfer,23538.02,0,0.921,3,0
U1223,37648.72,Mumbai,778,8,4,Card,Android,Transfer,28439.75,0,0.809,7,0
U8249,19652.63,Chennai,652,3,1,NetBanking,Android,Payment,27593.81,0,0.876,6,0
U6546,1998.37,Bangalore,547,5,4,Card,Android,Transfer,12920.69,0,0.683,4,0
U1592,29142.63,Chennai,71,2,2,Wallet,Android,Transfer,23600.73,1,0.08,3,0
U4971,10601.03,Delhi,527,5,4,Wallet,Android,Transfer,10044.96,0,0.164,9,0
U4559,21666.71,Delhi,1877,10,3,Card,Android,Transfer,27968.5,0,0.65,5,0
U8007,16346.38,Hyderabad,1861,20,0,UPI,iOS,Payment,16290.22,0,0.653,8,0
U8410,25100.82,Delhi,161,23,4,UPI,Web,Transfer,6523.99,1,0.816,8,0
U5923,29822.38,Chennai,1176,1,4,Card,Android,Transfer,28499.67,1,0.953,7,0
U6560,40305.0,Bangalore,674,18,1,NetBanking,Web,Payment,7630.85,0,0.22,1,0
U2337,28800.89,Bangalore,1374,0,2,NetBanking,Android,Payment,3758.3,0,0.059,6,0
U4396,35676.58,Bangalore,641,18,1,Wallet,iOS,Withdrawal,4139.01,0,0.592,4,0
U5308,19241.13,Hyderabad,1631,10,0,Card,Web,Withdrawal,21295.12,0,0.274,9,0
U5549,10109.89,Hyderabad,1650,11,4,Wallet,iOS,Withdrawal,18203.46,0,0.874,9,0
U7124,35248.8,Hyderabad,169,10,0,Card,Android,Payment,9161.45,0,0.139,3,1
U3338,5076.84,Mumbai,953,14,3,UPI,Web,Withdrawal,21387.57,0,0.694,7,1
U3068,39711.02,Hyderabad,580,16,2,NetBanking,Web,Withdrawal,1201.01,0,0.457,5,0
U7347,44607.73,Chennai,1733,3,1,NetBanking,Android,Payment,19125.6,0,0.705,5,0
U1206,7388.75,Chennai,1053,1,4,Card,iOS,Transfer,19645.05,0,0.9,3,1
U4411,15936.08,Bangalore,969,2,1,Wallet,iOS,Withdrawal,138.37,0,0.883,8,0
U7341,9494.43,Mumbai,1699,17,3,Card,iOS,Payment,12583.88,0,0.688,9,0
U5634,7737.1,Delhi,1773,23,4,NetBanking,Android,Withdrawal,22537.03,0,0.909,8,0
U2253,38651.84,Mumbai,1034,17,0,Wallet,Android,Withdrawal,7327.27,0,0.933,9,0
U4884,40646.01,Chennai,1864,20,4,Wallet,Web,Transfer,24336.4,0,0.131,5,0
U7007,24089.83,Hyderabad,1583,3,3,Card,iOS,Withdrawal,18505.46,1,0.257,5,0
U2083,7626.16,Mumbai,1990,21,4,Card,iOS,Transfer,19629.13,0,0.787,1,0
U5234,38106.4,Mumbai,1033,23,4,Wallet,Web,Transfer,8060.98,0,0.031,7,0
U4232,29176.13,Chennai,1051,14,3,NetBanking,Android,Withdrawal,24583.24,0,0.271,7,0
U2523,1258.38,Bangalore,411,22,4,NetBanking,iOS,Withdrawal,13709.19,0,0.363,1,0
U9766,21544.31,Mumbai,1301,6,1,Card,Web,Withdrawal,9101.04,0,0.365,9,0
U3809,33207.04,Bangalore,1377,6,3,NetBanking,Web,Payment,23225.98,0,0.397,1,0
U7091,14692.73,Delhi,706,8,3,Card,Android,Payment,20557.06,1,0.112,1,0
U8054,23881.64,Chennai,1788,7,3,Wallet,Android,Transfer,5172.84,0,0.728,3,0
U8750,2645.97,Hyderabad,1261,11,1,UPI,Web,Transfer,3831.43,0,0.545,7,0
U1895,45595.34,Delhi,1649,17,1,UPI,Android,Transfer,7590.25,0,0.636,7,0
U5716,37386.17,Bangalore,526,3,3,Wallet,Android,Payment,987.04,0,0.484,1,0
U6418,10352.29,Bangalore,1391,1,4,Wallet,iOS,Transfer,25224.28,0,0.819,6,0
U9901,46473.7,Bangalore,1563,11,1,NetBanking,Web,Withdrawal,8085.14,0,0.454,8,0
U4038,47745.52,Chennai,1350,14,4,NetBanking,Android,Payment,11549.4,0,0.354,2,0
U5392,41830.29,Delhi,551,22,4,UPI,Android,Payment,24045.79,0,0.253,2,0
U3868,4528.13,Chennai,939,5,4,Wallet,Web,Transfer,798.76,0,0.106,8,0
U9690,11008.5,Chennai,523,21,0,UPI,Web,Withdrawal,13352.12,1,0.942,7,0
U3835,23699.91,Mumbai,1730,11,3,Card,iOS,Withdrawal,23687.66,0,0.118,5,1
U9872,49728.48,Mumbai,735,2,4,NetBanking,iOS,Withdrawal,11719.8,0,0.282,5,0
U5493,11016.72,Bangalore,1816,22,3,NetBanking,Web,Withdrawal,18832.45,0,0.719,8,0
U2343,39701.21,Chennai,1623,6,4,UPI,Web,Payment,12137.06,0,0.11,4,0
U2585,8995.79,Hyderabad,1588,20,4,NetBanking,iOS,Payment,29253.92,0,0.561,5,0
U3463,6519.27,Bangalore,1393,21,3,UPI,iOS,Withdrawal,24462.29,0,0.081,6,0
U8578,20397.91,Mumbai,215,20,3,UPI,Android,Payment,14089.72,0,0.765,4,0
U9559,24319.99,Chennai,145,18,2,NetBanking,iOS,Transfer,29512.88,0,0.495,4,0
U9241,38574.95,Delhi,254,15,3,Card,iOS,Transfer,12213.74,0,0.717,1,0
U7468,4966.29,Delhi,1514,21,2,Card,Android,Withdrawal,18219.93,0,0.172,4,0
U3645,47587.54,Bangalore,269,12,2,UPI,iOS,Withdrawal,15460.33,1,0.413,9,0
U4717,33490.87,Chennai,766,9,1,Card,Web,Transfer,9813.74,0,0.932,2,0
U1208,27037.96,Delhi,843,1,4,NetBanking,Web,Transfer,24359.49,0,0.103,6,0
U7591,2251.09,Delhi,247,13,0,Card,iOS,Transfer,24295.26,0,0.802,9,0
U3232,8255.08,Chennai,337,21,3,NetBanking,Web,Payment,22916.95,0,0.004,1,0
U3570,12120.86,Mumbai,108,20,2,UPI,Web,Withdrawal,20468.78,0,0.084,8,1
U1908,47883.38,Delhi,1562,14,3,UPI,Android,Withdrawal,26391.07,0,0.258,7,0
U7068,42417.75,Chennai,1381,7,2,NetBanking,Web,Withdrawal,11958.54,0,0.85,9,0
U2111,12140.15,Chennai,1343,13,4,Wallet,iOS,Withdrawal,19432.44,0,0.507,2,0
U9534,36230.72,Chennai,1235,6,0,Card,Android,Withdrawal,3196.71,0,0.333,3,0
U6893,25580.9,Mumbai,601,19,4,Card,iOS,Withdrawal,5905.66,0,0.645,6,0
U6844,26704.17,Chennai,40,5,4,NetBanking,Web,Payment,21067.3,0,0.711,1,0
U5633,27303.56,Mumbai,97,15,2,Card,Web,Withdrawal,10298.9,0,0.949,4,0
U1692,3574.91,Delhi,743,14,3,Wallet,iOS,Payment,7217.05,0,0.74,4,0
U9760,49648.59,Chennai,814,8,0,NetBanking,Web,Withdrawal,24941.53,0,0.896,9,0
U2356,15232.12,Hyderabad,1502,11,0,Card,Android,Payment,29974.49,0,0.217,4,0
U3849,30924.24,Chennai,38,15,4,NetBanking,iOS,Withdrawal,9610.9,0,0.666,3,0
U1040,30049.69,Hyderabad,843,18,3,Card,Web,Payment,25236.94,0,0.201,8,0
U2224,35032.38,Bangalore,1891,9,0,Card,Web,Payment,26435.97,0,0.312,3,0
U1881,1672.71,Delhi,1184,16,3,NetBanking,iOS,Transfer,6294.35,0,0.684,2,0
U6811,4613.09,Hyderabad,771,6,4,Wallet,Android,Transfer,3486.57,0,0.192,1,0
U8119,32726.02,Hyderabad,1463,19,3,Card,Android,Transfer,28771.21,0,0.739,8,0
U2796,13001.87,Hyderabad,800,14,2,Wallet,Web,Payment,25347.47,0,0.633,2,0
U7236,33601.45,Hyderabad,585,15,3,Wallet,Android,Withdrawal,26652.73,0,0.178,8,0
U4311,25975.66,Mumbai,1557,11,1,UPI,Android,Payment,24306.95,0,0.488,1,0
U4460,41486.81,Chennai,1055,6,2,UPI,iOS,Withdrawal,12253.89,0,0.256,8,0
U7201,31187.81,Delhi,1245,17,1,Card,iOS,Withdrawal,29600.27,0,0.718,9,1
U2115,49532.6,Hyderabad,942,20,2,Wallet,iOS,Transfer,22708.76,0,0.141,6,0
U8073,22775.1,Hyderabad,1699,18,4,NetBanking,Web,Transfer,8543.36,0,0.495,1,0
U2054,1767.71,Delhi,236,17,4,Wallet,Web,Payment,17273.87,0,0.504,6,0
U5346,7511.61,Hyderabad,1819,18,1,Wallet,Android,Transfer,19571.12,0,0.931,4,0
U8153,19231.75,Mumbai,1193,3,4,Wallet,iOS,Payment,12421.96,1,0.09,1,0
U9004,49960.4,Delhi,1277,13,1,NetBanking,Web,Withdrawal,15011.92,0,0.71,6,0
U7857,43391.72,Delhi,363,10,3,UPI,iOS,Payment,17042.18,0,0.867,1,0
U4816,16901.09,Delhi,1881,7,0,Wallet,Web,Withdrawal,2437.65,1,0.46,9,0
U6008,22362.1,Delhi,1654,6,3,Wallet,Web,Payment,7058.86,0,0.129,9,0
U1152,31321.43,Hyderabad,386,23,0,Wallet,iOS,Withdrawal,20212.88,0,0.321,2,0
U1300,21093.98,Mumbai,205,9,3,Card,Android,Withdrawal,23478.64,0,0.502,5,0
U9295,11482.33,Mumbai,1251,22,2,NetBanking,iOS,Transfer,29453.42,0,0.768,6,0
U4651,27884.73,Delhi,1490,6,4,Card,iOS,Transfer,29200.46,0,0.447,2,0
U6258,24177.83,Hyderabad,1295,8,2,UPI,Web,Payment,1924.98,0,0.923,4,0
U1298,22839.01,Mumbai,1881,8,4,Wallet,Web,Withdrawal,3124.69,0,0.484,9,0
U5603,2456.89,Chennai,860,2,1,Wallet,iOS,Transfer,20455.64,0,0.15,6,0
U6023,20284.88,Bangalore,996,1,4,Wallet,Android,Withdrawal,15534.15,0,0.194,3,0
U9358,36311.49,Chennai,107,9,1,Wallet,Android,Withdrawal,10271.31,0,0.77,2,0
U6935,23396.0,Bangalore,1116,12,0,UPI,Android,Withdrawal,25127.62,1,0.972,6,0
U1390,30933.34,Hyderabad,1161,15,0,Wallet,iOS,Withdrawal,8653.61,0,0.066,8,0
U9997,23875.32,Mumbai,447,10,0,UPI,Android,Withdrawal,25250.44,0,0.402,2,0
U9489,11271.64,Hyderabad,1359,20,0,NetBanking,Web,Withdrawal,797.6,0,0.85,9,0
U3348,39667.49,Hyderabad,1449,11,0,NetBanking,Android,Payment,2969.53,0,0.448,4,0
U7319,1635.6,Bangalore,1330,1,4,UPI,iOS,Transfer,2604.63,0,0.213,7,0
U1587,1066.04,Chennai,1362,18,1,Card,Android,Withdrawal,21543.41,0,0.185,8,0
U8536,41100.87,Bangalore,462,6,1,Card,Web,Payment,11021.73,0,0.196,1,1
U8350,49401.3,Chennai,960,22,0,Wallet,Web,Transfer,10329.85,0,0.913,5,0
U9322,15583.57,Delhi,275,11,2,Card,Android,Withdrawal,29871.91,0,0.336,8,0
U9070,41421.05,Delhi,1017,20,3,UPI,Android,Payment,25144.65,0,0.295,2,0
U3304,20205.82,Bangalore,936,8,2,UPI,iOS,Payment,7689.33,0,0.728,1,0
U2760,48079.46,Delhi,692,8,2,UPI,iOS,Withdrawal,19013.76,1,0.786,7,0
U2152,44310.0,Delhi,1577,19,2,UPI,Web,Transfer,292.28,1,0.531,1,0
U4919,9304.58,Delhi,1317,19,3,Card,Web,Payment,11830.59,0,0.777,6,0
U5731,43774.39,Hyderabad,644,14,0,Wallet,iOS,Withdrawal,3690.9,0,0.486,7,0
U1924,35063.41,Bangalore,406,7,2,Card,iOS,Payment,7321.47,0,0.817,1,0
U2768,49626.11,Chennai,696,15,3,Card,Web,Payment,7762.47,0,0.574,6,0
U3314,38585.09,Delhi,499,12,2,NetBanking,Android,Payment,1026.45,0,0.731,6,0
U1152,39945.77,Delhi,1410,13,2,UPI,Web,Payment,25706.61,0,0.463,5,0
U4787,13315.86,Hyderabad,594,11,4,NetBanking,iOS,Transfer,9998.45,0,0.784,5,0
U8583,31694.81,Delhi,661,2,3,Card,iOS,Payment,10290.91,1,0.288,3,0
U2688,48072.81,Bangalore,1519,0,4,NetBanking,Android,Transfer,12112.75,0,0.206,7,0
U8946,41051.41,Bangalore,1746,3,2,UPI,iOS,Withdrawal,1051.38,0,0.606,4,0
U9419,4208.72,Hyderabad,1849,0,3,Wallet,Web,Transfer,7591.19,0,0.551,2,0
U3646,40159.95,Delhi,828,19,3,Wallet,Web,Transfer,19061.96,0,0.305,6,0
U6416,24641.66,Chennai,1352,11,4,Card,Android,Payment,19676.43,0,0.714,2,0
U2873,46638.89,Bangalore,1696,1,4,NetBanking,iOS,Withdrawal,19353.54,0,0.81,2,0
U8713,23724.38,Bangalore,1941,13,0,NetBanking,Web,Withdrawal,21896.37,0,0.735,1,0
U7043,40590.77,Mumbai,519,22,2,Wallet,Android,Transfer,16469.48,0,0.07,2,0
U3717,28009.25,Hyderabad,936,21,2,UPI,Web,Withdrawal,15903.23,0,0.842,4,0
U5876,11954.94,Delhi,1530,13,2,UPI,Web,Transfer,14579.48,0,0.89,2,0
U7526,47883.7,Bangalore,823,13,4,Wallet,Android,Payment,15405.47,0,0.914,3,0
U9076,11450.36,Bangalore,1661,5,4,UPI,iOS,Transfer,5111.95,0,0.815,3,0
U4927,21666.94,Chennai,748,15,2,Wallet,iOS,Withdrawal,8048.77,0,0.07,1,0
U4415,1573.49,Delhi,888,5,3,UPI,iOS,Withdrawal,4843.67,0,0.838,3,0
U8488,3971.57,Hyderabad,1195,22,3,NetBanking,Android,Payment,27410.67,0,0.724,1,0
U5191,3468.61,Bangalore,1423,20,4,NetBanking,Android,Withdrawal,3306.63,1,0.039,5,0
U5657,32848.72,Bangalore,801,5,0,UPI,Android,Payment,28372.93,0,0.64,7,0
U7531,6349.2,Bangalore,1616,14,3,Card,Web,Payment,22420.68,0,0.892,2,1
U6783,8075.95,Delhi,1540,9,2,Wallet,Web,Withdrawal,6133.27,0,0.286,1,0
U9378,33820.85,Chennai,1026,2,1,UPI,Android,Transfer,15003.89,0,0.648,8,0
U7353,42251.52,Chennai,695,8,3,Wallet,iOS,Transfer,28228.39,0,0.002,6,0
U6719,6321.23,Bangalore,761,11,3,NetBanking,Web,Transfer,13418.4,0,0.348,2,0
U7652,10251.89,Chennai,977,2,2,NetBanking,iOS,Transfer,25519.58,0,0.308,6,0
U5399,35423.2,Chennai,734,7,3,Card,Android,Withdrawal,4167.08,1,0.281,9,0
U8756,40292.16,Mumbai,513,11,3,UPI,iOS,Payment,646.07,0,0.306,7,0
U1813,44455.58,Hyderabad,1542,11,2,NetBanking,Web,Transfer,29535.13,0,0.498,2,0
U3134,18365.61,Delhi,141,7,0,Card,iOS,Payment,4219.39,0,0.418,9,0
U9701,46725.08,Bangalore,672,14,4,Wallet,Android,Payment,15791.58,0,0.65,3,0
U1838,13157.3,Hyderabad,1528,4,0,NetBanking,iOS,Transfer,21076.19,0,0.325,7,0
U5829,11344.96,Bangalore,1763,12,4,NetBanking,Android,Payment,12301.16,0,0.187,5,0
U5220,48495.45,Delhi,1156,3,0,UPI,Android,Payment,14760.57,0,0.52,6,0
U5624,24187.44,Delhi,446,3,3,Card,Web,Transfer,6228.95,0,0.848,2,0
U4596,40027.81,Hyderabad,1094,12,4,Wallet,iOS,Transfer,15956.75,0,0.276,4,0
U6305,29704.55,Hyderabad,1484,21,0,Wallet,Android,Withdrawal,4192.46,0,0.672,3,0
U5948,48357.97,Chennai,1536,19,0,Wallet,Android,Withdrawal,8133.47,0,0.758,6,0
U9103,31313.27,Mumbai,527,18,2,Card,Web,Payment,21355.28,0,0.06,3,0
U8795,40750.51,Bangalore,844,7,2,UPI,iOS,Transfer,26625.65,1,0.099,7,0
U3746,34888.7,Hyderabad,1072,23,4,UPI,iOS,Transfer,23162.98,0,0.274,9,0
U4077,15078.87,Hyderabad,258,17,2,NetBanking,iOS,Withdrawal,2789.39,0,0.852,8,0
U5240,23389.69,Hyderabad,1564,12,3,Card,Web,Payment,15835.41,0,0.39,9,0
U9005,49176.9,Chennai,263,10,0,Card,iOS,Payment,10626.53,1,0.956,4,0
U7949,42025.39,Chennai,743,9,1,Wallet,Web,Transfer,10551.86,0,0.344,3,1
U5189,44248.51,Mumbai,1548,11,0,UPI,Web,Transfer,28698.77,1,0.103,1,0
U3273,29516.39,Chennai,1679,7,1,NetBanking,Web,Transfer,2596.37,1,0.152,7,0
U5152,31823.48,Bangalore,1591,8,4,Wallet,Web,Transfer,9145.06,0,0.689,3,0
U3149,22923.55,Chennai,1162,23,2,Wallet,Android,Withdrawal,22217.9,0,0.941,7,0
U7899,40129.68,Chennai,63,0,0,UPI,Web,Withdrawal,584.52,0,0.42,3,0
U1718,18854.35,Bangalore,1411,19,3,UPI,Web,Transfer,13729.75,0,0.48,8,0
U4676,16048.92,Bangalore,1283,23,2,Card,Web,Payment,14548.11,0,0.284,3,0
U6658,44510.35,Bangalore,844,4,2,UPI,Web,Transfer,15553.51,0,0.681,9,0
U1332,46550.89,Chennai,1196,6,3,NetBanking,Web,Transfer,21881.33,0,0.917,6,0
U5571,30648.04,Bangalore,1987,6,0,Card,Web,Payment,1806.48,1,0.84,7,0
U7181,49558.87,Delhi,1198,4,4,UPI,Web,Withdrawal,21084.48,0,0.929,4,1
U4577,14406.11,Hyderabad,377,17,4,UPI,iOS,Withdrawal,19740.55,0,0.214,3,0
U8581,14245.01,Hyderabad,833,18,1,UPI,Android,Transfer,23680.74,0,0.928,5,0
U2233,16801.81,Mumbai,1565,9,1,NetBanking,Web,Withdrawal,10045.13,0,0.26,7,1
U3097,34991.42,Bangalore,1873,7,4,Wallet,iOS,Payment,8491.04,0,0.291,8,0
U1086,5135.09,Mumbai,240,15,3,NetBanking,Web,Payment,27278.51,0,0.36,3,0
U2525,32393.61,Hyderabad,1509,23,4,NetBanking,Android,Withdrawal,882.26,0,0.195,8,0
U7312,32868.67,Delhi,1550,23,1,UPI,Android,Payment,23718.7,0,0.777,5,0
U2829,12761.34,Hyderabad,715,14,3,Wallet,iOS,Transfer,12625.41,0,0.081,9,0
U6916,43687.25,Delhi,1531,13,1,NetBanking,Android,Transfer,2354.38,1,0.779,9,0
U9033,33760.92,Bangalore,1800,11,2,Card,iOS,Transfer,20578.71,0,0.502,7,0
U7713,19209.19,Chennai,444,16,0,Wallet,Web,Transfer,15984.22,0,0.072,6,0
U4248,39648.27,Bangalore,149,22,0,UPI,iOS,Transfer,15745.04,1,0.861,9,0
U7352,15239.53,Hyderabad,867,20,1,Card,Web,Payment,2621.4,1,0.869,9,0
U5365,5334.54,Chennai,1930,17,1,Wallet,Android,Withdrawal,6243.45,0,0.137,7,0
U1270,49843.87,Chennai,1577,19,3,Card,Android,Transfer,19610.61,0,0.044,9,1
U9761,29535.23,Hyderabad,1040,14,3,Wallet,iOS,Transfer,14058.76,0,0.81,1,0
U5428,28398.67,Hyderabad,205,21,2,UPI,Web,Withdrawal,19306.82,0,0.497,3,0
U7819,17311.7,Hyderabad,374,2,4,Wallet,Web,Withdrawal,13264.61,0,0.247,3,0
U8290,14362.74,Chennai,1678,19,2,Wallet,iOS,Withdrawal,28727.15,1,0.97,1,0
U5379,34852.02,Mumbai,944,1,3,Wallet,Web,Transfer,10783.04,0,0.393,9,0
U1912,11269.55,Delhi,1413,4,2,Card,Android,Payment,15990.86,0,0.122,3,0
U9894,27733.61,Bangalore,1807,20,0,Card,iOS,Withdrawal,25238.65,0,0.355,3,0
U8081,24766.56,Bangalore,616,4,1,NetBanking,Android,Payment,29293.13,0,0.625,5,0
U9389,45040.06,Hyderabad,1632,9,4,Wallet,Web,Payment,4230.37,0,0.994,6,0
U1106,42586.49,Delhi,435,23,1,UPI,iOS,Payment,25739.12,0,0.911,6,0
U6147,19584.52,Hyderabad,1159,8,2,Card,Android,Withdrawal,18752.23,1,0.815,6,0
U4555,30931.83,Hyderabad,496,6,4,Card,iOS,Payment,2188.57,1,0.174,3,0
U2804,17852.42,Mumbai,1829,23,0,NetBanking,iOS,Withdrawal,24849.05,0,0.166,5,0
U5806,12487.99,Mumbai,638,8,1,Card,Web,Payment,27795.69,0,0.661,6,0
U4424,21535.63,Chennai,305,2,1,Wallet,Android,Payment,3632.58,0,0.248,6,0
U8481,41756.94,Bangalore,1353,4,2,NetBanking,Web,Payment,5536.26,0,0.739,7,0
U7407,43873.66,Mumbai,689,3,1,Wallet,Android,Transfer,11189.82,0,0.287,8,0
U3382,21650.24,Delhi,1993,3,1,Card,Android,Transfer,5514.87,0,0.058,3,0
U8042,34429.3,Delhi,1141,14,2,Card,Android,Withdrawal,13357.23,0,0.686,2,0
U3458,21268.47,Bangalore,1528,7,0,Wallet,Android,Transfer,21398.07,0,0.738,7,0
U3467,18159.86,Delhi,170,20,0,Card,Android,Withdrawal,6641.11,0,0.293,3,0
U7355,35218.78,Chennai,1525,6,2,Wallet,Android,Payment,3294.23,0,0.799,5,0
U7349,11639.31,Bangalore,289,3,3,NetBanking,iOS,Payment,2446.77,0,0.464,5,0
U5706,10639.1,Delhi,197,8,1,NetBanking,Android,Withdrawal,6835.66,0,0.401,6,0
U5291,41404.85,Hyderabad,1590,12,1,UPI,iOS,Withdrawal,29560.31,0,0.32,7,1
U1027,6062.16,Chennai,1807,1,4,NetBanking,Web,Transfer,790.69,0,0.523,6,0
U3204,33696.81,Bangalore,209,2,1,Wallet,iOS,Withdrawal,18558.07,0,0.105,7,0
U5914,2802.32,Delhi,685,23,1,Wallet,Web,Transfer,1002.13,0,0.194,7,0
U6187,30045.82,Delhi,1522,11,1,NetBanking,iOS,Withdrawal,18866.33,0,0.644,9,0
U4718,8138.05,Mumbai,269,0,1,UPI,Web,Payment,11848.7,1,0.597,1,0
U2620,3894.73,Chennai,1781,2,1,NetBanking,Android,Withdrawal,6235.69,0,0.146,2,0
U5734,36452.46,Delhi,1577,8,1,NetBanking,Web,Withdrawal,8446.85,0,0.078,1,0
U1078,14844.03,Chennai,1381,9,3,NetBanking,Android,Withdrawal,21307.8,0,0.21,5,0
U9607,36907.35,Mumbai,1241,17,3,Wallet,Android,Transfer,7197.51,0,0.03,9,0
U4994,14295.07,Hyderabad,1114,5,4,UPI,iOS,Withdrawal,21998.23,0,0.675,8,0
U1554,8045.58,Bangalore,454,22,1,NetBanking,iOS,Transfer,26557.14,1,0.039,6,0
U5789,34568.24,Hyderabad,1229,20,4,Card,iOS,Payment,16562.55,0,0.848,4,0
U2640,6868.33,Hyderabad,864,1,4,Wallet,iOS,Payment,2277.31,0,0.803,1,0
U2999,42099.35,Mumbai,1473,11,0,Wallet,iOS,Transfer,19522.42,0,0.203,4,0
U3759,9369.17,Hyderabad,1457,9,4,NetBanking,iOS,Withdrawal,22469.59,1,0.301,5,0
U6197,15911.61,Chennai,709,14,2,UPI,iOS,Payment,10251.98,0,0.617,4,0
U2452,5352.71,Bangalore,293,13,2,UPI,iOS,Transfer,11007.89,0,0.404,4,0
U5916,5113.58,Mumbai,1072,7,0,Card,iOS,Payment,14919.9,0,0.54,8,0
U6223,42487.53,Delhi,832,1,1,UPI,iOS,Payment,2005.96,0,0.18,3,1
U3726,21138.5,Hyderabad,1926,11,1,NetBanking,Web,Withdrawal,20742.87,0,0.545,9,0
U8630,37864.55,Bangalore,815,11,0,Wallet,iOS,Withdrawal,7758.31,1,0.044,7,0
U7925,1732.14,Mumbai,1346,17,3,NetBanking,Android,Withdrawal,24816.42,0,0.254,5,0
U3449,23561.76,Chennai,337,22,3,NetBanking,Web,Payment,27324.31,0,0.961,5,1
U1856,5960.89,Chennai,36,16,1,NetBanking,Android,Payment,1966.45,0,0.821,8,0
U8513,41261.22,Bangalore,1213,3,4,NetBanking,iOS,Withdrawal,6720.39,0,0.923,4,1
U2075,24743.82,Chennai,1372,19,2,Card,Web,Payment,25323.81,0,0.264,2,0
U8394,37421.79,Delhi,961,1,1,NetBanking,Android,Payment,6392.43,0,0.517,2,0
U6001,5873.32,Delhi,882,3,2,NetBanking,Web,Payment,22439.2,0,0.328,4,0
U2875,36949.22,Delhi,1598,17,3,Card,Web,Payment,23362.95,0,0.453,2,0
U4955,35834.04,Bangalore,269,18,3,Wallet,Web,Payment,6366.15,0,0.467,3,0
U5817,21217.32,Chennai,1471,12,1,UPI,iOS,Payment,10678.74,0,0.701,6,0
U8016,47548.88,Delhi,1010,9,3,UPI,Web,Withdrawal,3997.21,0,0.456,8,0
U1143,22270.38,Bangalore,1032,18,1,Card,Android,Payment,10002.72,0,0.23,1,0
U2965,22058.13,Hyderabad,1400,22,4,NetBanking,Web,Payment,13662.89,0,0.147,3,0
U1777,37366.56,Delhi,1443,13,4,Card,Web,Transfer,14775.71,0,0.971,3,0
U3380,45465.55,Chennai,1101,15,2,Wallet,Web,Payment,27768.18,1,0.801,5,0
U5542,37877.64,Delhi,198,13,0,Wallet,iOS,Withdrawal,21952.31,1,0.669,2,0
U1534,5976.26,Hyderabad,447,8,2,NetBanking,Android,Transfer,14367.02,0,0.168,3,0
U1572,40200.05,Chennai,1711,8,3,Card,iOS,Withdrawal,15555.74,0,0.363,9,0
U6588,22364.64,Delhi,1413,11,0,UPI,iOS,Transfer,11186.67,0,0.091,8,0
U5829,25121.68,Delhi,1575,21,3,Wallet,Web,Withdrawal,4940.84,1,0.544,2,0
U1885,6487.05,Mumbai,1936,3,3,Wallet,Web,Payment,9985.45,0,0.779,6,0
U4716,36743.68,Delhi,1552,1,0,Wallet,Web,Withdrawal,10324.12,0,0.863,6,0
U1524,28880.47,Chennai,1927,9,3,Wallet,Android,Payment,2145.13,0,0.12,9,0
U8817,21029.55,Delhi,1373,2,3,NetBanking,Web,Payment,10376.19,0,0.797,1,0
U1387,13974.06,Delhi,1745,9,3,Card,Web,Transfer,20297.56,1,0.28,4,0
U9189,23430.05,Bangalore,1186,9,0,UPI,Android,Payment,18547.13,1,0.433,4,0
U5935,17326.58,Delhi,1901,20,3,Card,Web,Payment,6202.15,0,0.085,8,0
U1764,32499.85,Mumbai,1574,16,4,NetBanking,Web,Payment,6249.36,0,0.652,6,0
U9381,7749.54,Mumbai,140,22,3,NetBanking,Android,Withdrawal,14482.36,0,0.567,9,0
U9786,8415.75,Chennai,1781,13,3,Card,iOS,Payment,18262.65,0,0.909,9,0
